"","X","FirstName","LastName","FullName","Team","Year","Position","Round","SuperCoachScore","Rank","Injured","Number","Marks","Handballs","Disposals","Goals","Behinds","Hitouts","Tackles","Rebounds50s","Inside50s","Clearances","Clangers","FreesFor","FreesAgainst","BrownlowVotes","ContestedPossessions","UncontestedPossessions","ContestedMarks","MarksInside50","OnePercenters","Bounces","GoalAssists","PercentagePlayed","PointDifference","BrownlowBinary","Pairs"
"136",136,"Adam","Tomlinson","Tomlinson, Adam","Greater Western Sydney",2016,"Key defender",16,48,40,0,20,3,6,11,0,0,0,0,1,1,0,3,1,1,0,5,6,2,0,5,0,0,89,-32,0,129
"137",137,"Adam","Tomlinson","Tomlinson, Adam","Greater Western Sydney",2016,"Key defender",21,58,31,0,20,2,9,12,0,0,0,3,2,0,0,0,1,0,0,5,7,0,0,4,0,0,93,-1,0,175
"138",138,"Adam","Tomlinson","Tomlinson, Adam","Greater Western Sydney",2016,"Key defender",20,48,39,0,20,5,1,9,0,0,0,1,1,0,0,2,0,1,0,0,9,0,0,6,0,0,90,8,0,166
"139",139,"Adam","Tomlinson","Tomlinson, Adam","Greater Western Sydney",2016,"Key defender",10,79,19,0,20,4,6,18,1,0,0,0,1,2,1,1,0,1,0,6,11,1,0,0,0,0,92,-22,0,87
"140",140,"Adam","Tomlinson","Tomlinson, Adam","Greater Western Sydney",2016,"Key defender",18,58,34,0,20,3,6,12,0,1,0,0,1,3,0,1,0,1,0,7,5,2,0,4,0,0,83,19,0,153
"141",141,"Adam","Tomlinson","Tomlinson, Adam","Greater Western Sydney",2016,"Key defender",17,64,30,0,20,1,6,13,0,0,0,2,3,2,1,0,0,0,0,5,7,1,0,3,0,0,86,79,0,144
"142",142,"Adam","Tomlinson","Tomlinson, Adam","Greater Western Sydney",2016,"Key defender",23,62,27,0,20,0,6,10,0,0,0,1,2,0,0,0,2,0,0,9,3,0,0,2,0,0,92,37,0,194
"143",143,"Adam","Tomlinson","Tomlinson, Adam","Greater Western Sydney",2016,"Key defender",19,43,42,0,20,5,4,13,0,0,0,0,2,2,0,2,0,1,0,4,9,0,0,2,0,0,90,88,0,155
"144",144,"Adam","Tomlinson","Tomlinson, Adam","Greater Western Sydney",2016,"Key defender",22,82,14,0,20,12,4,20,0,0,0,1,3,4,0,3,1,2,0,3,17,0,0,5,1,0,90,92,0,184
"145",145,"Adam","Tomlinson","Tomlinson, Adam","Greater Western Sydney",2016,"Key defender",11,55,32,0,20,8,6,16,0,1,0,1,0,2,1,3,0,1,0,6,11,0,1,2,0,2,75,-10,0,94
"146",146,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",9,115,4,0,7,5,19,29,1,1,0,8,1,5,2,2,0,2,1,9,18,0,1,0,0,2,85,24,1,74
"147",147,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",7,106,10,0,7,1,19,27,0,1,0,8,3,5,3,2,1,1,0,12,17,0,0,2,2,1,88,-15,0,56
"148",148,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",11,89,14,0,7,3,19,28,0,1,0,7,1,4,3,1,0,1,0,11,17,0,0,0,0,0,85,-67,0,97
"149",149,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",6,120,3,0,7,2,21,32,0,0,0,10,3,0,8,3,4,2,2,11,19,0,0,0,0,1,85,-62,1,54
"150",150,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",17,108,4,0,7,3,25,36,0,1,0,7,0,2,3,4,0,0,1,11,25,0,1,2,5,0,82,-28,1,141
"151",151,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",19,122,3,0,7,1,16,28,1,0,0,9,2,3,9,3,0,0,0,17,12,0,0,2,2,0,75,19,0,157
"152",152,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",15,81,19,0,7,2,14,23,0,0,0,5,2,2,4,4,0,2,0,5,18,0,0,0,1,1,76,12,0,125
"153",153,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",23,150,1,0,7,2,16,36,2,1,0,4,3,4,10,3,2,1,3,22,15,0,0,0,3,0,82,-1,1,197
"154",154,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",3,101,11,0,7,1,20,25,0,0,0,8,2,1,7,2,1,2,0,17,9,0,0,0,0,0,84,-29,0,20
"155",155,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",8,169,1,0,7,4,20,36,3,3,0,3,1,8,5,1,1,1,3,13,23,0,0,0,1,2,84,78,1,68
"156",156,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",20,98,8,0,7,4,9,24,0,2,0,9,0,5,5,2,2,0,0,8,14,0,0,0,0,1,78,-15,0,163
"157",157,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",12,73,23,0,7,2,20,31,0,0,0,4,1,3,7,6,1,1,0,12,18,0,0,0,0,0,79,-46,0,108
"158",158,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",22,131,2,0,7,3,20,38,1,4,0,6,4,7,4,2,0,1,3,11,26,0,1,0,2,1,84,71,1,185
"159",159,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",10,103,5,0,7,4,18,31,1,0,0,6,0,3,5,4,2,0,0,11,18,0,0,0,0,1,89,-21,0,89
"160",160,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",1,125,5,0,7,3,19,34,1,1,0,4,3,5,6,2,2,0,0,14,20,0,0,1,2,1,81,-80,0,5
"161",161,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",14,119,2,0,7,3,16,33,1,0,0,7,1,4,6,6,1,0,3,14,19,0,1,0,0,1,74,48,1,116
"162",162,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",18,103,7,0,7,4,15,25,0,0,0,6,3,2,7,2,0,1,0,12,14,1,0,0,0,2,81,-40,0,145
"163",163,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",21,148,1,0,7,1,22,35,1,1,0,9,3,4,3,1,2,1,2,12,23,0,0,0,1,1,78,-3,1,172
"164",164,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",5,115,5,0,7,6,18,32,0,0,0,9,1,4,7,4,0,1,1,12,20,0,1,1,0,1,82,69,1,45
"165",165,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",2,85,17,0,7,7,15,32,0,0,0,1,2,8,2,7,0,3,2,9,23,0,0,0,0,2,88,1,1,10
"166",166,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",4,101,6,0,7,7,14,31,1,1,0,4,2,4,6,0,0,0,0,9,22,0,0,0,1,2,83,-35,0,35
"167",167,"Adam","Treloar","Treloar, Adam","Collingwood",2016,"Inside midfielder",16,86,14,0,7,3,15,27,0,1,0,5,3,5,6,4,0,0,0,11,18,0,1,2,0,1,81,32,0,129
"168",168,"Aidan","Corr","Corr, Aidan","Greater Western Sydney",2016,"Key defender",2,72,22,0,35,3,6,12,0,0,0,5,3,0,1,2,2,1,0,7,5,0,0,4,1,0,92,13,0,16
"169",169,"Aidan","Corr","Corr, Aidan","Greater Western Sydney",2016,"Key defender",1,58,34,0,35,4,4,8,0,0,0,2,1,3,1,1,0,1,0,5,4,2,0,8,0,0,82,-2,0,2
"170",170,"Aidan","Corr","Corr, Aidan","Greater Western Sydney",2016,"Key defender",3,15,44,0,35,3,1,5,0,0,0,1,1,1,0,3,0,1,0,0,5,0,1,2,0,0,74,-25,0,22
"171",171,"Alan","Toovey","Toovey, Alan","Collingwood",2016,"Defensive midfielder",11,48,39,0,34,1,4,10,0,0,0,2,3,0,0,1,2,1,0,6,6,0,0,6,1,0,92,-67,0,97
"172",172,"Alan","Toovey","Toovey, Alan","Collingwood",2016,"Defensive midfielder",7,49,35,0,34,2,10,12,0,0,0,3,1,1,0,2,0,1,0,4,8,0,0,8,0,0,95,-15,0,56
"173",173,"Alan","Toovey","Toovey, Alan","Collingwood",2016,"Defensive midfielder",10,5,44,0,34,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,-21,0,89
"174",174,"Alan","Toovey","Toovey, Alan","Collingwood",2016,"Defensive midfielder",4,36,44,0,34,2,7,12,0,0,0,3,1,1,0,0,0,0,0,4,8,0,0,0,0,0,94,-35,0,35
"175",175,"Alan","Toovey","Toovey, Alan","Collingwood",2016,"Defensive midfielder",9,60,32,0,34,3,7,13,0,0,0,1,1,0,0,1,1,0,0,6,8,0,0,3,0,0,92,24,0,74
"176",176,"Alan","Toovey","Toovey, Alan","Collingwood",2016,"Defensive midfielder",8,64,27,0,34,3,6,11,0,0,0,4,1,0,1,1,1,0,0,6,5,1,0,6,0,0,86,78,0,68
"177",177,"Alan","Toovey","Toovey, Alan","Collingwood",2016,"Defensive midfielder",6,68,24,0,34,1,11,14,0,0,0,7,4,0,1,1,0,1,0,6,8,0,0,4,0,0,89,-62,0,54
"178",178,"Alan","Toovey","Toovey, Alan","Collingwood",2016,"Defensive midfielder",5,56,28,0,34,1,11,15,0,0,0,3,2,0,0,1,0,1,0,5,10,0,0,3,1,1,90,69,0,45
"179",179,"Alex","Fasolo","Fasolo, Alex","Collingwood",2016,"General forward",6,65,29,0,1,8,6,16,0,0,0,4,0,2,0,1,0,0,0,3,13,1,0,0,1,0,90,-62,0,54
"180",180,"Alex","Fasolo","Fasolo, Alex","Collingwood",2016,"General forward",16,104,7,0,1,4,6,14,2,1,0,3,0,2,0,1,1,1,0,8,7,1,2,0,0,1,69,32,0,129
"181",181,"Alex","Fasolo","Fasolo, Alex","Collingwood",2016,"General forward",2,137,1,0,1,6,2,14,6,0,0,3,0,4,0,1,2,1,3,7,6,2,2,1,0,3,87,1,1,10
"182",182,"Alex","Fasolo","Fasolo, Alex","Collingwood",2016,"General forward",9,60,30,0,1,2,5,10,2,0,0,6,0,1,0,2,0,2,0,2,8,0,1,1,0,1,83,24,0,74
"183",183,"Alex","Fasolo","Fasolo, Alex","Collingwood",2016,"General forward",4,73,26,0,1,3,10,18,1,2,0,5,0,4,1,2,0,2,0,7,12,1,0,0,0,1,91,-35,0,35
"184",184,"Alex","Fasolo","Fasolo, Alex","Collingwood",2016,"General forward",10,65,30,0,1,5,10,17,1,1,0,2,0,3,0,3,1,2,0,8,9,0,1,3,0,0,52,-21,0,89
"185",185,"Alex","Fasolo","Fasolo, Alex","Collingwood",2016,"General forward",1,54,36,0,1,2,4,13,1,0,0,2,0,2,1,4,2,1,0,7,7,0,1,0,0,0,85,-80,0,5
"186",186,"Alex","Fasolo","Fasolo, Alex","Collingwood",2016,"General forward",3,51,34,0,1,1,7,14,2,0,0,0,0,1,1,3,1,2,0,6,7,1,0,2,0,0,88,-29,0,20
"187",187,"Alex","Fasolo","Fasolo, Alex","Collingwood",2016,"General forward",5,118,4,0,1,6,9,22,4,1,0,3,1,3,0,3,1,2,0,9,13,1,3,1,0,3,87,69,0,45
"188",188,"Alex","Fasolo","Fasolo, Alex","Collingwood",2016,"General forward",18,21,43,0,1,2,2,4,1,0,0,2,0,1,0,2,0,1,0,1,3,0,0,0,0,0,86,-40,0,145
"189",189,"Alex","Fasolo","Fasolo, Alex","Collingwood",2016,"General forward",8,71,21,0,1,3,5,13,1,1,0,3,1,3,3,2,1,1,0,8,6,1,1,3,0,1,90,78,0,68
"190",190,"Alex","Fasolo","Fasolo, Alex","Collingwood",2016,"General forward",7,97,11,0,1,2,7,17,4,0,0,3,1,2,0,1,2,0,0,6,11,1,1,0,0,0,89,-15,0,56
"191",191,"Alex","Neal-Bullen","Bullen, Alex","Melbourne",2016,"Defensive midfielder",10,43,41,0,30,4,10,14,1,0,0,1,1,0,0,2,0,1,0,5,8,0,1,0,0,0,72,-45,0,84
"192",192,"Alex","Neal-Bullen","Bullen, Alex","Melbourne",2016,"Defensive midfielder",18,60,29,0,30,2,10,16,0,0,0,3,1,4,0,3,0,0,0,6,10,0,1,3,0,0,69,-6,0,148
"193",193,"Alex","Neal-Bullen","Bullen, Alex","Melbourne",2016,"Defensive midfielder",22,39,41,0,30,1,3,8,1,0,0,4,0,3,2,2,0,1,0,2,7,0,0,0,0,1,84,-20,0,187
"194",194,"Alex","Neal-Bullen","Bullen, Alex","Melbourne",2016,"Defensive midfielder",9,74,22,0,30,2,14,18,0,0,0,3,0,0,4,3,1,1,0,10,8,0,0,0,0,0,66,63,0,79
"195",195,"Alex","Pearce","Pearce, Alex","Fremantle",2016,"Key defender",9,87,18,0,25,3,6,15,0,0,0,3,2,0,0,1,3,1,0,7,9,0,0,8,0,0,60,-38,0,78
"196",196,"Alex","Pearce","Pearce, Alex","Fremantle",2016,"Key defender",4,54,32,0,25,4,6,11,0,0,0,2,2,1,0,2,0,1,0,6,5,1,0,4,0,0,97,-31,0,36
"197",197,"Alex","Pearce","Pearce, Alex","Fremantle",2016,"Key defender",3,78,22,0,25,3,3,10,0,0,5,5,1,1,0,2,0,2,0,3,7,0,0,7,0,0,96,-33,0,24
"198",198,"Alex","Pearce","Pearce, Alex","Fremantle",2016,"Key defender",7,26,44,0,25,2,2,6,0,0,0,1,1,1,0,2,0,0,0,4,2,1,0,4,0,0,95,-18,0,61
"199",199,"Alex","Pearce","Pearce, Alex","Fremantle",2016,"Key defender",8,77,21,0,25,4,7,10,0,0,0,1,1,0,0,0,2,0,0,6,5,1,0,11,0,0,73,-41,0,66
"200",200,"Alex","Pearce","Pearce, Alex","Fremantle",2016,"Key defender",6,65,29,0,25,4,7,11,0,0,0,3,2,0,0,1,0,0,0,5,6,0,0,9,0,0,94,-33,0,48
"201",201,"Alex","Pearce","Pearce, Alex","Fremantle",2016,"Key defender",2,52,37,0,25,0,5,7,0,1,7,2,0,1,1,3,0,1,0,7,1,0,0,4,0,1,82,-26,0,15
"202",202,"Alex","Pearce","Pearce, Alex","Fremantle",2016,"Key defender",5,42,39,0,25,0,5,7,0,0,0,0,2,0,0,2,1,1,0,7,1,0,0,7,0,0,93,-4,0,43
"203",203,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",23,90,14,0,18,9,8,22,0,0,0,2,9,0,0,7,4,3,0,11,12,1,0,5,0,0,97,-113,0,193
"204",204,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",19,145,2,0,18,9,10,26,0,0,0,0,5,0,0,3,2,1,0,14,13,5,0,9,0,0,98,-88,0,155
"205",205,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",5,89,12,0,18,3,5,16,0,0,0,1,4,1,0,4,2,2,0,10,5,2,0,13,1,1,98,-33,0,44
"206",206,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",20,120,3,0,18,8,11,26,0,0,0,1,9,1,0,0,2,0,3,11,15,2,0,7,0,0,100,15,1,163
"207",207,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",11,98,10,0,18,8,6,17,0,0,0,6,3,0,1,4,1,1,0,10,7,2,0,8,0,0,99,-70,0,91
"208",208,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",21,126,1,0,18,9,9,20,0,0,0,2,4,0,0,3,1,1,2,7,12,0,0,19,0,0,100,-4,1,179
"209",209,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",1,101,8,0,18,7,11,20,0,0,0,4,1,1,0,2,0,1,2,9,11,2,0,0,0,1,98,9,1,1
"210",210,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",9,95,11,0,18,3,8,15,0,0,0,0,3,2,1,0,1,0,0,8,7,0,0,12,0,0,100,38,0,78
"211",211,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",2,75,23,0,18,6,7,17,0,0,0,0,2,1,0,6,1,3,0,6,11,0,0,11,0,0,100,-1,0,10
"212",212,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",8,84,17,0,18,5,5,14,0,0,0,3,2,0,0,4,1,4,0,10,6,1,0,8,0,0,98,1,0,69
"213",213,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",15,108,6,0,18,7,6,16,0,0,0,3,2,1,0,1,2,0,0,7,9,1,0,14,0,0,96,-38,0,122
"214",214,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",3,116,4,0,18,9,10,21,0,0,0,4,1,0,0,1,1,0,0,6,15,0,0,6,1,0,99,-36,0,21
"215",215,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",22,80,15,0,18,4,6,15,0,0,0,1,3,1,1,3,1,1,0,5,11,0,0,5,0,1,98,-9,0,183
"216",216,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",10,76,19,0,18,9,9,18,0,0,0,2,2,0,0,3,0,2,0,4,13,0,0,9,0,0,100,38,0,86
"217",217,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",16,73,22,0,18,11,5,16,0,0,0,1,2,0,0,0,0,0,0,1,15,0,0,6,0,0,100,-10,0,131
"218",218,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",12,104,7,0,18,13,7,21,0,0,0,4,7,1,0,3,1,1,0,6,16,3,0,8,1,0,100,17,0,106
"219",219,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",4,146,2,0,18,11,14,26,0,0,0,3,2,0,0,2,2,2,0,9,18,0,0,9,1,0,100,-68,0,28
"220",220,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",14,76,19,0,18,6,5,13,0,0,0,1,2,2,0,3,3,2,0,7,7,2,0,6,1,0,98,42,0,117
"221",221,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",17,67,26,0,18,9,10,18,0,0,1,2,4,0,0,4,0,3,0,4,15,1,0,7,0,0,100,19,0,138
"222",222,"Alex","Rance","Rance, Alex","Richmond",2016,"Key defender",18,100,9,0,18,9,9,16,0,0,0,3,1,0,0,4,0,4,0,7,10,2,0,6,0,0,98,-70,0,152
"223",223,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",6,79,17,0,6,3,12,20,2,1,0,1,0,4,1,2,1,1,0,8,12,0,0,2,2,0,90,-120,0,50
"224",224,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",19,59,34,0,6,2,7,18,0,1,0,5,2,4,2,5,0,3,0,5,14,0,1,2,1,0,85,-2,0,160
"225",225,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",20,17,44,0,6,2,1,5,0,0,0,1,0,3,1,1,0,0,0,2,3,0,0,1,1,0,49,-8,0,166
"226",226,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",12,59,31,0,6,3,3,9,1,0,2,0,3,1,0,1,0,1,0,4,5,0,1,3,3,0,84,-17,0,106
"227",227,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",23,71,26,0,6,5,6,17,1,0,0,3,1,5,1,2,1,0,0,3,14,0,0,1,2,0,92,-23,0,195
"228",228,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",2,110,6,0,6,4,11,25,1,0,0,2,2,8,4,3,0,2,0,9,17,0,0,2,3,1,87,26,0,15
"229",229,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",22,47,34,0,6,1,2,10,0,0,0,5,1,2,4,3,0,2,0,5,5,0,0,1,0,0,87,-71,0,185
"230",230,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",1,83,15,0,6,6,8,23,1,2,0,3,4,2,1,4,0,1,0,3,19,0,1,1,0,2,85,61,0,3
"231",231,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",11,57,31,0,6,3,4,12,1,0,0,3,1,1,0,2,1,1,0,7,7,0,1,2,0,0,85,-38,0,95
"232",232,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",16,75,19,0,6,2,7,17,2,0,0,1,0,4,1,2,1,1,0,5,11,0,1,0,0,1,90,26,0,130
"233",233,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",3,55,32,0,6,5,5,16,1,0,0,2,0,7,0,3,2,1,0,3,13,0,2,0,0,1,86,54,0,23
"234",234,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",15,76,21,0,6,9,7,19,0,1,0,2,2,4,1,3,0,1,0,3,16,0,1,0,0,2,86,40,0,123
"235",235,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",7,17,43,0,6,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,30,-73,0,59
"236",236,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",17,60,31,0,6,1,11,18,0,1,0,2,1,4,0,3,0,2,0,4,14,0,0,1,1,0,83,-48,0,140
"237",237,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",14,90,11,0,6,2,9,22,0,0,0,3,7,2,2,3,1,1,0,10,11,1,0,4,0,0,88,-26,0,120
"238",238,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",5,37,42,0,6,4,4,12,0,1,0,3,1,2,0,5,0,2,0,6,8,1,0,1,0,0,85,-38,0,39
"239",239,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",4,76,20,0,6,1,2,11,2,1,0,3,3,1,2,1,1,0,0,7,2,0,1,5,0,0,83,-13,0,31
"240",240,"Alex","Sexton","Sexton, Alex","Gold Coast",2016,"Outside midfielder",18,110,6,0,6,4,4,26,1,0,0,8,0,14,7,4,0,1,0,7,17,0,1,0,0,3,90,24,0,147
"241",241,"Alex","Silvagni","Silvagni, Alex","Fremantle",2016,"Key defender",20,78,16,0,36,6,4,16,0,0,0,3,4,2,0,5,2,1,0,6,10,1,0,8,0,0,69,-46,0,171
"242",242,"Alex","Silvagni","Silvagni, Alex","Fremantle",2016,"Key defender",19,29,43,0,36,6,2,10,0,0,0,1,1,0,0,3,0,2,0,3,7,1,0,1,0,0,82,-90,0,161
"243",243,"Alex","Silvagni","Silvagni, Alex","Fremantle",2016,"Key defender",22,65,30,0,36,6,9,17,0,0,0,1,0,1,0,2,2,1,0,8,10,1,0,2,0,0,88,-92,0,184
"244",244,"Alex","Silvagni","Silvagni, Alex","Fremantle",2016,"Key defender",23,56,34,0,36,6,7,14,0,0,0,1,0,0,0,1,0,0,0,3,11,0,0,1,0,0,78,20,0,198
"245",245,"Alex","Silvagni","Silvagni, Alex","Fremantle",2016,"Key defender",21,69,24,0,36,5,5,14,0,0,0,0,4,1,0,1,1,0,0,8,7,1,0,5,0,0,83,-72,0,180
"246",246,"Aliir","Aliir","Aliir, Aliir","Sydney",2016,"Key defender",13,55,34,1,36,2,3,10,0,0,0,5,3,0,1,4,0,0,0,3,7,1,0,7,0,0,81,55,0,113
"247",247,"Aliir","Aliir","Aliir, Aliir","Sydney",2016,"Key defender",6,36,40,1,36,0,4,6,0,0,0,3,1,0,1,2,1,1,0,6,2,0,0,3,0,0,89,3,0,52
"248",248,"Aliir","Aliir","Aliir, Aliir","Sydney",2016,"Key defender",18,79,16,1,36,6,12,18,0,0,0,1,6,1,0,2,0,0,0,9,8,3,0,3,0,1,81,6,0,146
"249",249,"Aliir","Aliir","Aliir, Aliir","Sydney",2016,"Key defender",20,84,17,1,36,3,8,18,0,0,0,2,3,2,1,0,0,0,0,7,11,0,0,4,1,0,84,67,0,164
"250",250,"Aliir","Aliir","Aliir, Aliir","Sydney",2016,"Key defender",21,75,22,1,36,9,9,17,0,0,0,1,3,1,0,0,0,0,0,7,10,3,0,8,1,0,84,70,0,176
"251",251,"Aliir","Aliir","Aliir, Aliir","Sydney",2016,"Key defender",16,69,23,1,36,5,9,15,0,0,0,1,1,0,0,1,0,1,0,7,8,1,0,3,0,0,83,38,0,128
"252",252,"Aliir","Aliir","Aliir, Aliir","Sydney",2016,"Key defender",23,64,24,1,36,8,5,16,0,0,0,1,1,3,0,2,1,1,0,3,13,1,0,2,1,0,90,113,0,193
"253",253,"Aliir","Aliir","Aliir, Aliir","Sydney",2016,"Key defender",19,76,17,1,36,4,9,18,0,0,0,4,0,2,0,2,3,1,0,9,9,2,0,3,1,0,83,90,0,161
"254",254,"Aliir","Aliir","Aliir, Aliir","Sydney",2016,"Key defender",22,79,18,1,36,4,3,13,0,0,0,6,5,0,0,2,1,0,0,4,8,0,0,8,0,0,86,9,0,182
"255",255,"Aliir","Aliir","Aliir, Aliir","Sydney",2016,"Key defender",17,53,34,1,36,6,5,16,0,0,0,0,2,1,1,4,0,2,0,7,8,0,0,1,0,0,88,-5,0,136
"256",256,"Alipate","Carlile","Carlile, Alipate","Port Adelaide",2016,"Defensive midfielder",2,39,40,0,27,1,7,12,0,1,0,2,1,4,0,1,0,0,0,3,8,0,0,3,0,0,91,-58,0,11
"257",257,"Alipate","Carlile","Carlile, Alipate","Port Adelaide",2016,"Defensive midfielder",1,37,41,0,27,2,5,10,0,0,0,3,1,1,1,0,0,0,0,3,7,0,0,4,0,0,86,33,0,7
"258",258,"Allen","Christensen","Christensen, Allen","Brisbane",2016,"Outside midfielder",8,65,25,0,3,3,7,15,0,0,0,4,1,1,3,3,3,0,0,8,8,1,0,1,0,0,77,-78,0,68
"259",259,"Allen","Christensen","Christensen, Allen","Brisbane",2016,"Outside midfielder",9,68,26,0,3,3,10,21,0,0,0,1,5,1,1,4,2,2,0,7,16,0,0,1,0,0,84,-63,0,79
"260",260,"Allen","Christensen","Christensen, Allen","Brisbane",2016,"Outside midfielder",2,71,23,0,3,2,10,15,0,0,0,6,1,6,1,1,2,0,0,3,12,0,0,0,0,0,81,-34,0,13
"261",261,"Allen","Christensen","Christensen, Allen","Brisbane",2016,"Outside midfielder",1,93,11,0,3,6,7,19,3,2,0,1,1,3,3,2,7,0,0,9,10,1,1,1,0,1,75,-64,0,8
"262",262,"Allen","Christensen","Christensen, Allen","Brisbane",2016,"Outside midfielder",7,85,14,0,3,1,9,20,0,1,0,4,1,3,0,2,2,1,0,9,8,0,0,1,0,0,85,-77,0,63
"263",263,"Allen","Christensen","Christensen, Allen","Brisbane",2016,"Outside midfielder",10,113,5,0,3,4,12,31,0,0,0,3,8,1,1,3,3,1,0,12,22,0,0,1,0,0,88,-48,0,83
"264",264,"Allen","Christensen","Christensen, Allen","Brisbane",2016,"Outside midfielder",4,106,8,0,3,5,12,24,1,1,0,5,1,1,2,1,2,0,0,8,16,0,1,1,0,0,75,13,0,31
"265",265,"Allen","Christensen","Christensen, Allen","Brisbane",2016,"Outside midfielder",11,21,44,0,3,1,0,6,0,0,0,0,2,1,1,3,1,1,0,4,1,0,0,0,0,0,39,-38,0,93
"266",266,"Allen","Christensen","Christensen, Allen","Brisbane",2016,"Outside midfielder",6,94,13,0,3,7,2,17,3,1,0,3,0,5,1,2,3,1,0,6,11,0,4,1,0,1,76,-3,0,52
"267",267,"Allen","Christensen","Christensen, Allen","Brisbane",2016,"Outside midfielder",3,25,44,0,3,1,6,9,0,0,0,2,0,1,0,2,1,2,0,4,5,0,0,0,0,0,72,-69,0,27
"268",268,"Allen","Christensen","Christensen, Allen","Brisbane",2016,"Outside midfielder",5,23,43,0,3,0,4,6,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,38,-53,0,40
"269",269,"Andrejs","Everitt","Everitt, Andrejs","Carlton",2016,"Key forward",15,50,35,0,33,5,3,10,0,0,2,2,0,5,2,4,0,1,0,5,6,0,0,4,0,0,87,-12,0,125
"270",270,"Andrejs","Everitt","Everitt, Andrejs","Carlton",2016,"Key forward",10,119,5,0,33,7,7,20,4,1,0,0,0,5,4,1,1,0,2,10,10,1,3,3,1,0,90,19,1,88
